order_id,customer_id,customer_name,customer_email,product_name,category,price,quantity,discount_percent,total_amount,order_date,shipping_city,shipping_province,payment_method,order_status,rating,review_text,is_member,delivery_days,weight_kg
104668,1006,Kittisak Thongdee,kittisak.thongdee769@gmail.com,Ultra Pillow 457,Electronics,413.83,1,0.0,413.83,2024-11-07,Sakon Nakhon,Songkhla,Credit Card,Shipped,1.0,,No,3.0,1.0
100859,1028,Somsri Boonmee,somsri.boonmee715@hotmail.com,Lite Watch 285,Home & Living,473.22,4,0.0,1892.88,2024-04-15,Nakhon Si Thammarat,Chonburi,Credit Card,Completed,4.0,บริการลูกค้าดีเยี่ยม,Yes,13.0,2.96
102686,1380,Somkiat Wongsawat,somkiat.wongsawat130@outlook.com,Mini Backpack 460,Fashion,703.42,2,5.0,1336.5,2025-12-10,Nong Khai,Chonburi,Bank Transfer,Completed,1.0,แพ็คเกจไม่แน่นหนา,Yes,2.0,0.36
104479,1880,Duangjai Phetcharat,duangjai.phetcharat94@outlook.com,Lite Backpack 526,Health,268.86,5,0.0,1344.3,2024-05-23,Chiang Mai,Chonburi,PromptPay,Completed,4.0,,No,7.0,0.33
103570,1651,Prasert Chaiyaporn,prasert.chaiyaporn360@yahoo.com,Smart Camera 288,Home & Living,574.31,5,0.0,2871.55,2024-09-08,Hat Yai,Nakhon Ratchasima,COD,Completed,4.0,ของมาช้ากว่ากำหนด,,4.0,2.45
101335,1880,Chatchai Sukjai,chatchai.sukjai965@yahoo.com,Eco Charger 452,Electronics,395.59,7,0.0,2769.13,2024-06-25,Lampang,Nonthaburi,Credit Card,Completed,4.0,สินค้าดีมาก คุ้มราคา,No,7.0,3.21
103686,2923,Thawatchai Sukjai,thawatchai.sukjai894@hotmail.com,Max Camera 599,Books,203.41,1,15.0,172.9,2025-03-14,Hat Yai,Songkhla,PromptPay,Completed,3.0,,Yes,4.0,0.31
102445,2296,Pranee Phetcharat,,Lite Jacket 162,Beauty,751.4,5,5.0,3569.15,2025-11-21,Buriram,Chonburi,Installment,Completed,4.0,,No,,3.95
102536,1008,Chatchai Prasertsak,chatchai.prasertsak616@outlook.com,Ultra Lamp 623,Groceries,128.63,3,0.0,385.89,2023-04-30,Lampang,Nonthaburi,,Cancelled,4.0,,No,3.0,1.62
102083,1576,Prasert Panyawong,prasert.panyawong529@hotmail.com,Eco Backpack 497,Sports,694.53,4,0.0,2778.12,2024-04-03,Sakon Nakhon,Nonthaburi,PromptPay,Completed,4.0,,No,10.0,1.81
101807,1735,Niran Rattanakul,niran.rattanakul673@yahoo.com,Max Jacket 558,Books,254.36,6,0.0,1526.16,2023-01-12,Nakhon Si Thammarat,Khon Kaen,Credit Card,Shipped,2.0,,No,4.0,0.84
102584,1749,Chomphunut Naruemon,chomphunut.naruemon135@yahoo.com,Pro Charger 822,Home & Living,271.4,4,0.0,1085.6,2024-03-09,Surat Thani,Phuket,Bank Transfer,Returned,1.0,แพ็คเกจไม่แน่นหนา,No,4.0,0.18
103630,1235,Anan Thongdee,anan.thongdee66@yahoo.com,Lite Watch 297,Home & Living,830.71,3,,,2023-05-31,Trang,Udon Thani,TrueMoney Wallet,Completed,1.0,,No,7.0,1.27
104119,2014,Somchai Phetcharat,somchai.phetcharat620@hotmail.com,Pro Headphone 846,Sports,659.52,1,30.0,461.66,2024-12-27,Pattaya,Chonburi,Installment,Completed,2.0,ใช้งานได้ตามที่คาดหวัง,Yes,2.0,1.73
100296,2426,Sombat Naruemon,sombat.naruemon124@hotmail.com,Ultra Camera 752,Fashion,2145.44,8,0.0,17163.52,2024-09-21,Krabi,Songkhla,Installment,Completed,,คุณภาพต่ำกว่าที่คิด,No,14.0,2.19
102100,1398,Rungnapa Kaewkla,rungnapa.kaewkla308@outlook.com,Plus Jacket 522,Toys,602.36,3,0.0,1807.08,2023-02-07,Chiang Mai,Nonthaburi,Bank Transfer,Completed,,ของมาช้ากว่ากำหนด,Yes,4.0,0.42
101784,2555,Kittisak Wongsawat,kittisak.wongsawat985@outlook.com,Plus Desk 330,Books,185.43,3,30.0,389.4,2025-03-19,Udon Thani,Rayong,Bank Transfer,Completed,5.0,,No,1.0,0.61
102394,2976,Yupin Meesuk,yupin.meesuk670@outlook.com,Eco Pillow 871,Electronics,269.95,5,5.0,1282.26,2025-10-30,Surat Thani,Songkhla,TrueMoney Wallet,Completed,,สีไม่ตรงตามรูป,Yes,3.0,1.03
100393,2648,Nittaya Rattanakul,nittaya.rattanakul836@yahoo.com,Smart Headphone 686,Toys,,6,,3726.42,2025-09-03,,Bangkok,Bank Transfer,Completed,1.0,,No,2.0,0.43
101569,2129,Sombat Thongdee,sombat.thongdee287@yahoo.com,Max Mouse 975,Health,634.72,8,0.0,5077.76,2025-11-20,Nonthaburi,Nonthaburi,COD,Completed,,,Yes,6.0,1.1
100681,2929,Thawatchai Chaiyaporn,thawatchai.chaiyaporn933@hotmail.com,Pro Mouse 186,Toys,427.8,7,10.0,2695.14,2023-10-26,Surat Thani,Rayong,PromptPay,Completed,5.0,โอเคสำหรับราคานี้,No,5.0,0.42
102722,1861,Chaiyot Yodying,chaiyot.yodying219@hotmail.com,Lite Camera 110,Sports,1425.46,8,0.0,11403.68,2023-07-11,Sakon Nakhon,Chiang Mai,Credit Card,Completed,3.0,,No,13.0,0.57
102357,2453,Wilai Boonmee,wilai.boonmee897@yahoo.com,Pro Lamp 372,Toys,734.51,2,0.0,1469.02,2024-12-16,Nakhon Ratchasima,Nonthaburi,Credit Card,Processing,5.0,,Yes,9.0,0.12
103924,1249,Kittisak Chotirat,kittisak.chotirat994@outlook.com,Lite Camera 766,Home & Living,158.39,6,25.0,712.75,2024-11-20,Nakhon Ratchasima,Songkhla,Installment,Completed,,,No,4.0,1.08
102329,1473,Rungnapa Kaewkla,rungnapa.kaewkla492@hotmail.com,Smart Sneaker 435,Toys,522.13,3,0.0,1566.39,2024-02-26,Lampang,Khon Kaen,Credit Card,Completed,5.0,คุณภาพต่ำกว่าที่คิด,Yes,7.0,0.2
103347,1381,Ploy Chantra,ploy.chantra390@outlook.com,Smart Notebook 880,Toys,1425.59,1,0.0,1425.59,2023-03-07,Chiang Mai,Phuket,COD,Shipped,5.0,,No,13.0,0.89
102895,2088,Somchai Meesuk,somchai.meesuk184@hotmail.com,Eco Lamp 423,Electronics,336.59,4,0.0,1346.36,2025-03-15,Nonthaburi,Chonburi,TrueMoney Wallet,Completed,4.0,,No,6.0,3.62
100079,2451,Chatchai Panyawong,chatchai.panyawong120@hotmail.com,Smart Desk 116,Books,196.72,6,,1180.32,2024-04-29,Sakon Nakhon,Udon Thani,Installment,Completed,4.0,แพ็คเกจไม่แน่นหนา,No,8.0,0.61
100742,2219,Pichit Chantra,pichit.chantra836@yahoo.com,Mini Watch 647,Groceries,628.96,6,0.0,3773.76,2023-09-26,Udon Thani,Khon Kaen,Bank Transfer,Cancelled,,ของมาช้ากว่ากำหนด,Yes,10.0,0.28
102653,2394,Wilai Wongsawat,wilai.wongsawat578@hotmail.com,Lite Watch 952,Sports,305.69,2,0.0,611.38,2025-02-27,,Chiang Mai,Credit Card,Completed,5.0,,No,5.0,0.39
100199,2264,Malee Naruemon,malee.naruemon87@gmail.com,Eco Backpack 941,Automotive ,,3,0.0,586.65,2023-10-30,Khon Kaen,Nonthaburi,PromptPay,Processing,4.0,สินค้าดีมาก คุ้มราคา,No,,2.07
104543,1858,Anucha Panyawong,anucha.panyawong156@gmail.com,Plus Watch 551,Books,398.41,8,0.0,3187.28,2025-02-28,Pattaya,Udon Thani,COD,Completed,4.0,,No,7.0,1.78
100410,1337,Rungnapa Chotirat,rungnapa.chotirat197@gmail.com,Ultra Speaker 790,Beauty,822.98,4,0.0,3291.92,2023-11-27,Hat Yai,Phuket,Installment,Completed,4.0,ของมาช้ากว่ากำหนด,No,6.0,1.3
100429,1400,Yupin Meesuk,yupin.meesuk756@hotmail.com,Ultra Mouse 741,Sports,131.77,8,20.0,843.33,2025-10-03,,Phuket,Installment,Cancelled,2.0,จะกลับมาซื้อซ้ำแน่นอน,No,3.0,1.09
103558,2613,Malee Wongsawat,malee.wongsawat865@outlook.com,Mini Blender 493,Fashion,583.01,9,30.0,3672.96,2024-04-05,Surat Thani,Nakhon Ratchasima,Credit Card,Shipped,5.0,จะกลับมาซื้อซ้ำแน่นอน,No,6.0,0.14
104851,1819,Somkiat Thongdee,somkiat.thongdee764@outlook.com,Eco Notebook 624,Sports,229.7,1,25.0,172.27,2023-01-28,Bangkok,Khon Kaen,COD,Processing,4.0,,Yes,4.0,5.72
100179,1642,Wilai Chaiyaporn,wilai.chaiyaporn323@outlook.com,Lite Notebook 166,Beauty,231.31,3,20.0,555.14,2024-09-05,Nonthaburi,Rayong,Installment,Completed,4.0,,No,14.0,1.44
100065,1387,Kanya Sukjai,kanya.sukjai90@hotmail.com,Plus Desk 976,Books,1012.37,4,15.0,3442.06,2023-10-31,Nakhon Si Thammarat,Bangkok,COD,Shipped,5.0,,No,3.0,0.31
104281,2626,Yupin Meesuk,yupin.meesuk666@gmail.com,Mini Bottle 448,Electronics,278.79,5,0.0,1393.95,2024-03-27,Ubon Ratchathani,Phuket,Credit Card,Cancelled,5.0,ของมาช้ากว่ากำหนด,No,12.0,2.6
104858,2125,Malee Meesuk,malee.meesuk152@gmail.com,Ultra Wallet 111,Beauty,569.64,1,0.0,569.64,2023-11-18,Udon Thani,Bangkok,TrueMoney Wallet,Completed,,,No,5.0,1.77
100764,2571,Yupin Sukjai,yupin.sukjai647@outlook.com,Ultra Wallet 145,Fashion,383.38,9,0.0,3450.42,2023-08-05,Krabi,Rayong,Bank Transfer,Completed,,,No,11.0,0.52
102589,2654,Nittaya Phetcharat,nittaya.phetcharat761@hotmail.com,Plus Blender 937,Beauty,508.45,8,30.0,2847.32,2025-09-07,Udon Thani,Khon Kaen,PromptPay,Completed,,,No,13.0,1.7
100455,1959,Duangjai Chotirat,duangjai.chotirat802@hotmail.com,Eco Camera 300,Beauty,294.36,7,20.0,1648.42,2023-01-27,Chiang Mai,Chonburi,PromptPay,Completed,3.0,โอเคสำหรับราคานี้,No,8.0,2.04
104322,2659,Duangjai Yodying,duangjai.yodying562@outlook.com,Eco Lamp 407,Home & Living,493.63,7,15.0,2937.1,2025-03-11,Nonthaburi,Udon Thani,Credit Card,Shipped,4.0,,Yes,8.0,2.03
100881,1875,Chaiyot Intharak,chaiyot.intharak7@hotmail.com,Plus Wallet 454,Fashion,1259.24,4,0.0,5036.96,2025-02-28,Chiang Rai,Nakhon Ratchasima,COD,Shipped,5.0,ของมาช้ากว่ากำหนด,No,,4.48
101168,1092,Anucha Yodying,anucha.yodying416@gmail.com,Ultra Headphone 331,Home & Living,301.05,7,0.0,2107.35,2024-06-04,Nonthaburi,Khon Kaen,Credit Card,Returned,5.0,,No,6.0,2.85
104506,1818,Siriporn Yodying,siriporn.yodying402@outlook.com,Max Notebook 724,Toys,330.63,3,0.0,991.89,2024-10-21,Surat Thani,Phuket,Credit Card,Completed,,,No,10.0,1.35
103040,1681,Boonmee Sukjai,boonmee.sukjai333@hotmail.com,Lite Bottle 306,Groceries,1089.21,1,0.0,1089.21,2023-01-18,Sakon Nakhon,Chonburi,Credit Card,Completed,4.0,,No,2.0,0.64
102170,2143,Malee Meesuk,malee.meesuk760@hotmail.com,Lite Charger 420,Fashion,,1,0.0,363.29,2024-10-03,Sakon Nakhon,Phuket,PromptPay,Completed,2.0,ใช้งานได้ตามที่คาดหวัง,No,1.0,1.13
103737,2043,Suchart Wongsawat,suchart.wongsawat757@gmail.com,Eco Camera 549,Automotive,261.31,9,10.0,2116.61,2025-08-04,Sakon Nakhon,Bangkok,Bank Transfer,Cancelled,4.0,,No,10.0,0.47
101912,2514,Prasert Boonmee,prasert.boonmee192@yahoo.com,Ultra Lamp 203,Fashion,1137.65,2,10.0,2047.77,2023-07-12,Surat Thani,Udon Thani,TrueMoney Wallet,Completed,,ใช้งานได้ตามที่คาดหวัง,Yes,8.0,0.28
100029,1955,Duangjai Wattana,duangjai.wattana929@outlook.com,Pro Charger 355,Health,1612.14,8,20.0,10317.7,2025-08-24,Surat Thani,Rayong,Credit Card,Shipped,3.0,,No,1.0,3.95
100584,1773,Duangjai Intharak,duangjai.intharak419@yahoo.com,Plus Notebook 252,Automotive,987.98,1,10.0,889.18,2024-08-18,Nong Khai,Songkhla,Installment,Completed,4.0,,Yes,9.0,0.4
100472,2069,Wilai Kaewkla,wilai.kaewkla111@gmail.com,Mini Camera 970,Sports,646.49,2,0.0,1292.98,2023-03-08,Hat Yai,Nonthaburi,Installment,Completed,4.0,,No,7.0,2.12
100491,1980,Anan Chotirat,,Smart Mouse 971,Electronics,1365.59,2,25.0,2048.38,2024-06-24,Trang,Rayong,COD,Cancelled,,,Yes,10.0,1.04
102974,1372,Somchai Wongsawat,somchai.wongsawat474@yahoo.com,Pro Wallet 950,Beauty,693.68,7,0.0,4855.76,2024-09-27,Lampang,Bangkok,TrueMoney Wallet,Completed,,,No,10.0,0.64
102121,2176,Thawatchai Chotirat,thawatchai.chotirat291@outlook.com,Max Desk 242,Home & Living,355.35,3,0.0,1066.05,2025-10-08,Chiang Mai,Nakhon Ratchasima,TrueMoney Wallet,Completed,4.0,,No,11.0,2.95
102877,2637,Suree Boonmee,suree.boonmee228@hotmail.com,Mini Watch 880,Sports,556.94,5,30.0,1949.29,2025-09-04,Nakhon Ratchasima,Rayong,COD,Cancelled,3.0,,No,12.0,3.37
100553,1726,Ratana Phetcharat,ratana.phetcharat894@hotmail.com,Max Chair 936,Health,257.8,1,0.0,257.8,2023-09-27,Chiang Rai,Nonthaburi,PromptPay,Completed,4.0,,No,10.0,7.63
100798,1075,Wilai Yodying,wilai.yodying188@outlook.com,Max Camera 440,Sports,553.92,2,,1107.84,2025-02-15,Trang,Bangkok,TrueMoney Wallet,Shipped,5.0,จะกลับมาซื้อซ้ำแน่นอน,No,4.0,1.02
101170,2969,Boonmee Chotirat,boonmee.chotirat933@gmail.com,Smart Headphone 201,Beauty,1206.12,3,0.0,3618.36,2023-02-10,Nakhon Ratchasima,Nakhon Ratchasima,Installment,Completed,,,Yes,4.0,3.86
100724,2921,Somkiat Naruemon,somkiat.naruemon857@gmail.com,Mini Charger 338,Fashion,133.49,3,10.0,360.42,2025-07-31,Rayong,Chonburi,PromptPay,Completed,3.0,,No,2.0,1.57
102487,2111,Suree Chantra,suree.chantra283@outlook.com,Smart Bottle 703,Toys,113.68,9,,716.18,2024-05-12,Lampang,Chonburi,Installment,Completed,1.0,ใช้งานได้ตามที่คาดหวัง,No,10.0,0.65
101212,2280,Duangjai Naruemon,duangjai.naruemon439@hotmail.com,Plus Mouse 567,Electronics,1043.04,8,0.0,8344.32,2025-06-26,Hat Yai,Udon Thani,Bank Transfer,Shipped,5.0,,No,4.0,0.46
101433,1077,Ploy Sukjai,ploy.sukjai808@gmail.com,Ultra Wallet 807,Electronics,663.34,1,25.0,497.5,2023-09-11,Phuket,Songkhla,Bank Transfer,Cancelled,,,No,3.0,0.93
103197,1629,Somkiat Sukjai,somkiat.sukjai514@yahoo.com,Smart Keyboard 826,Groceries,174.81,5,0.0,874.05,2024-06-05,Udon Thani,Chiang Mai,,Processing,4.0,ส่งไวมาก ประทับใจ,No,13.0,0.9
101181,1533,Boonmee Rattanakul,boonmee.rattanakul433@outlook.com,Pro Backpack 868,Toys,769.55,6,10.0,4155.57,2023-09-13,Nong Khai,Songkhla,COD,Completed,4.0,สินค้าดีมาก คุ้มราคา,No,5.0,3.45
100023,1343,Wilai Prasertsak,wilai.prasertsak693@hotmail.com,Max Wallet 361,Automotive,293.87,6,0.0,1763.22,2024-03-16,Nakhon Ratchasima,Nakhon Ratchasima,COD,Returned,,,No,1.0,2.64
102259,2770,Prasert Kaewkla,prasert.kaewkla961@hotmail.com,Plus Notebook 395,Automotive,386.35,2,10.0,695.43,2024-06-30,Rayong,Songkhla,Bank Transfer,Completed,5.0,,No,6.0,0.74
103988,1042,,nittaya.boonmee736@gmail.com,Ultra Pillow 399,Beauty,553.45,4,20.0,1771.04,2024-10-01,Nakhon Ratchasima,Khon Kaen,TrueMoney Wallet,Completed,3.0,สินค้าดีมาก คุ้มราคา,No,10.0,1.73
100168,1804,Somsri Chaiyaporn,somsri.chaiyaporn156@outlook.com,Lite Camera 486,Books,258.36,1,0.0,258.36,2023-05-05,Udon Thani,Chiang Mai,Installment,Completed,,,Yes,1.0,0.23
103605,1685,Sombat Prasertsak,sombat.prasertsak869@outlook.com,Mini Charger 554,Health,245.02,8,0.0,1960.16,2025-06-19,Hat Yai,Nonthaburi,Installment,Returned,5.0,,No,14.0,1.15
101592,1982,Somchai Saelim,somchai.saelim298@outlook.com,Lite Blender 980,Beauty,811.81,1,0.0,811.81,2025-08-19,Sakon Nakhon,Songkhla,TrueMoney Wallet,Completed,,ส่งไวมาก ประทับใจ,No,13.0,2.67
102986,1669,Kittisak Wattana,kittisak.wattana328@yahoo.com,Ultra Speaker 114,Sports,1390.23,7,,6812.13,2023-01-22,Bangkok,Bangkok,Installment,Cancelled,5.0,,No,7.0,6.13
104564,2774,Chatchai Rattanakul,chatchai.rattanakul419@outlook.com,Eco Jacket 851,Sports,835.68,7,30.0,4094.83,2024-01-31,Rayong,Khon Kaen,TrueMoney Wallet,Shipped,5.0,ของมาช้ากว่ากำหนด,No,,1.04
104221,1836,Siriporn Yodying,siriporn.yodying581@yahoo.com,Max Sneaker 998,Fashion,1095.83,7,5.0,7287.27,2023-07-03,Nakhon Si Thammarat,Chonburi,TrueMoney Wallet,Cancelled,4.0,,No,12.0,3.68
100227,1795,Thawatchai Intharak,thawatchai.intharak843@yahoo.com,Ultra Charger 140,Groceries,109.68,7,5.0,729.37,2025-12-19,Krabi,Khon Kaen,Installment,Cancelled,,,Yes,6.0,0.16
101420,2863,Orawan Phetcharat,orawan.phetcharat918@gmail.com,Lite Lamp 700,Beauty,635.12,5,5.0,3016.82,2024-02-28,Nong Khai,Rayong,Installment,Completed,4.0,,,2.0,0.49
104195,1587,Wichai Yodying,wichai.yodying8@yahoo.com,Max Notebook 593,Fashion,188.68,4,25.0,566.04,2025-08-12,Pattaya,Chiang Mai,Installment,Returned,4.0,,No,12.0,1.15
102746,1155,Orawan Panyawong,orawan.panyawong892@hotmail.com,Smart Wallet 202,Beauty,,2,,189.48,2023-03-19,Pattaya,Nakhon Ratchasima,TrueMoney Wallet,Completed,5.0,,No,1.0,0.55
101532,2306,Suree Intharak,suree.intharak967@yahoo.com,Pro Mouse 976,Electronics,796.83,1,0.0,796.83,2024-07-03,Nakhon Ratchasima,Chiang Mai,Installment,Completed,4.0,,No,10.0,0.59
103916,2579,Chaiyot Boonmee,,Ultra Notebook 285,Fashion,461.91,4,0.0,1847.64,2024-05-01,Ubon Ratchathani,Udon Thani,Credit Card,Completed,,,Yes,10.0,3.69
104325,2531,Ploy Chotirat,ploy.chotirat768@outlook.com,Ultra Keyboard 538,Books,377.75,8,0.0,3022.0,2025-08-04,Ubon Ratchathani,Udon Thani,TrueMoney Wallet,Processing,4.0,,Yes,10.0,0.59
100842,2097,Orawan Panyawong,orawan.panyawong394@outlook.com,Smart Jacket 265,Toys,341.06,4,15.0,1159.6,2023-10-18,Khon Kaen,Bangkok,Bank Transfer,Returned,1.0,,Yes,,0.67
101305,2526,Sombat Panyawong,sombat.panyawong913@yahoo.com,Eco Backpack 215,Beauty,749.37,9,10.0,6069.9,2025-04-04,Nonthaburi,Chiang Mai,Installment,Completed,,สีไม่ตรงตามรูป,,11.0,
100240,1189,Rungnapa Thongdee,rungnapa.thongdee652@outlook.com,Mini Lamp 842,Home & Living,890.96,1,,757.32,2024-07-11,Pattaya,Rayong,COD,Returned,,บริการลูกค้าดีเยี่ยม,Yes,11.0,1.46
100084,1205,Anucha Thongdee,anucha.thongdee881@outlook.com,Max Lamp 797,Health,603.41,8,,4585.92,2023-12-29,Lampang,Khon Kaen,Credit Card,Shipped,4.0,ของมาช้ากว่ากำหนด,Yes,9.0,0.16
103164,2287,Ploy Yodying,ploy.yodying86@outlook.com,Ultra Backpack 303,Toys,735.28,8,0.0,5882.24,2025-12-24,Trang,Songkhla,Installment,Completed,,,No,13.0,1.42
100807,2529,,suree.rattanakul437@outlook.com,Eco Sneaker 890,Beauty,812.79,3,10.0,2194.53,2024-08-21,Udon Thani,Chiang Mai,COD,Completed,,,No,14.0,
104774,1761,Suchart Thongdee,suchart.thongdee951@outlook.com,Smart Jacket 729,Health,209.8,6,5.0,1195.86,2024-01-29,Hat Yai,Khon Kaen,Credit Card,Completed,5.0,ส่งไวมาก ประทับใจ,No,10.0,1.69
102750,1619,Nittaya Chotirat,nittaya.chotirat653@gmail.com,Mini Keyboard 363,Fashion,183.97,5,5.0,873.86,2025-04-29,Lampang,Phuket,TrueMoney Wallet,Completed,5.0,,No,4.0,0.19
101360,1558,Somkiat Chaiyaporn,somkiat.chaiyaporn596@outlook.com,Plus Speaker 553,Beauty,95.19,9,0.0,856.71,2025-01-29,Hat Yai,Bangkok,PromptPay,Shipped,,แพ็คเกจไม่แน่นหนา,No,10.0,0.26
100705,2568,Suree Panyawong,suree.panyawong497@outlook.com,Pro Sneaker 914,Home & Living,204.46,1,0.0,204.46,2024-09-03,Khon Kaen,Nonthaburi,COD,Returned,,,No,,0.42
103912,2641,Wilai Naruemon,wilai.naruemon707@hotmail.com,Pro Sneaker 759,Sports,1554.76,6,0.0,9328.56,2023-12-20,Rayong,Chonburi,Installment,Completed,4.0,,No,8.0,0.71
100927,1079,Thawatchai Chaiyaporn,thawatchai.chaiyaporn743@hotmail.com,Smart Wallet 700,Home & Living,483.38,8,20.0,3093.63,2023-11-01,Bangkok,Nonthaburi,PromptPay,Processing,5.0,สีไม่ตรงตามรูป,No,9.0,0.99
